1,0.0001735687255859375
1,0.0005445480346679688
2,2.952106475830078
315,5.001911878585815
1082,10.003026247024536
1855,15.003246784210205
2638,20.003492832183838
3428,25.003649711608887
4201,30.00397491455078
4987,35.00420808792114
5764,40.00449323654175
6525,45.00480771064758
7205,49.500646114349365
7205,49.500795125961304
7282,50.006333112716675
7974,54.50102496147156
8052,55.006590843200684
8737,59.502007484436035
8814,60.0067880153656
9513,64.50221395492554
9591,65.00706315040588
10294,69.50336265563965
10371,70.00730967521667
11066,74.50439524650574
11146,75.00758647918701
11852,79.50466752052307
11930,80.00774550437927
12637,84.50491642951965
12714,85.00798535346985
13413,89.50521469116211
13491,90.00829887390137
14179,94.5066442489624
14254,95.00850510597229
14929,99.5068519115448
15005,100.00870847702026
15685,104.50841331481934
15760,105.00997471809387
16442,109.50863242149353
16519,110.01017355918884
